COUNTRY,SKU,Retail price,Currency,Compliance,Sellability
RO,KM0050200900033,24.00,EUR,No,No
RO,KM0050200900044,24.00,EUR,No,No
RO,KKBRUSH HOLDER,0.00,EUR,No,No
RO,KM0050201700000,0.00,EUR,No,No
RO,KM0050202500000,0.00,EUR,No,No
RO,KM0050202500033,0.00,EUR,No,No
RO,KM0050202500044,0.00,EUR,No,No
RO,KM0050204400044,0.00,EUR,No,No
RO,KM0050204600044,7.99,EUR,Yes,No
RO,KM0050202600021,6.99,EUR,No,No
RO,KM0050202600044,6.99,EUR,No,No
RO,KM0050201000000,6.99,EUR,No,No
RO,KM0050202200000,6.99,EUR,No,No
RO,KM000000434001B,8.99,EUR,Yes,No
RO,KA000000176001B,8.99,EUR,No,Yes
RO,KA000000029001B,8.99,EUR,Yes,Yes
RO,KM0050204900044,7.49,EUR,Yes,No
RO,KM0050202800044,7.99,EUR,No,No
RO,KM0050203700044,7.99,EUR,No,No
RO,KM0050202800021,0.00,EUR,No,No
RO,KA000000190001B,8.99,EUR,Yes,No
RO,KM0050205200044,8.99,EUR,Yes,Yes
RO,KM0050202900021,7.49,EUR,No,No
RO,KM0050202900033,7.49,EUR,No,No
RO,KM0050202900044,7.49,EUR,No,No
RO,KM0050204000044,7.49,EUR,No,No
RO,KM0050205000044,7.49,EUR,No,No
RO,KA000000237001B,8.99,EUR,Yes,No
RO,KM0050304300044,1.99,EUR,Yes,No
RO,KM0050300600000,1.99,EUR,No,No
RO,KM0050300600033,1.99,EUR,No,No
RO,KM0050300600044,1.99,EUR,No,No
RO,KM0050305100044,4.49,EUR,Yes,Yes
RO,KM0050300200000,3.49,EUR,No,No
RO,KM0050301500000,3.49,EUR,No,No
RO,KM0050301500033,3.49,EUR,No,No
RO,KM0050301500044,0.00,EUR,No,No
RO,KA000000245001B,4.49,EUR,Yes,No
RO,KM0050900400144,5.99,EUR,Yes,No
RO,KM0050900200144,5.99,EUR,Yes,No
RO,KM0050400100100,7.99,EUR,No,No
RO,KM0050400400100,5.99,EUR,No,No
RO,KM0050400400133,5.99,EUR,No,No
RO,KM0050400400444,5.99,EUR,No,No
RO,KM0050900200244,5.99,EUR,Yes,No
RO,KM0050900400244,5.99,EUR,Yes,No
RO,KM0050400100200,7.99,EUR,No,No
RO,KM0050400400200,5.99,EUR,No,No
RO,KM0050400400233,5.99,EUR,No,No
RO,KM0050400400544,5.99,EUR,No,No
RO,KM0050900200344,5.99,EUR,Yes,No
RO,KM0050900400344,4.99,EUR,Yes,No
RO,KM0050400100300,7.99,EUR,No,No
RO,KM0050400400300,5.99,EUR,No,No
RO,KM0050400400333,5.99,EUR,No,No
RO,KM0050400400644,5.99,EUR,No,No
RO,KM0010200100100,0.00,EUR,No,No
RO,KM0010200800100,0.00,EUR,No,No
RO,KM0010200800144,0.00,EUR,No,No
RO,KM0010200100200,0.00,EUR,No,No
RO,KM0010200800200,0.00,EUR,No,No
RO,KM0010200800244,0.00,EUR,No,No
RO,KM0010200100300,0.00,EUR,No,No
RO,KM0010200800300,0.00,EUR,No,No
RO,KM0010200800344,0.00,EUR,No,No
RO,KM0010200100400,0.00,EUR,No,No
RO,KM0010200800400,0.00,EUR,No,No
RO,KM0010200800444,0.00,EUR,No,No
RO,KM0010201400121,0.00,EUR,No,No
RO,KM0010201400133,0.00,EUR,No,No
RO,KM0010201400144,0.00,EUR,No,No
RO,KM0010201600121,0.00,EUR,No,No
RO,KM0010201400221,0.00,EUR,No,No
RO,KM0010201400233,0.00,EUR,No,No
RO,KM0010201400244,0.00,EUR,No,No
RO,KM0010201600221,0.00,EUR,No,No
RO,KM0010201400321,0.00,EUR,No,No
RO,KM0010201400333,0.00,EUR,No,No
RO,KM0010201400344,0.00,EUR,No,No
RO,KM0010201600321,0.00,EUR,No,No
RO,KM0010201400421,0.00,EUR,No,No
RO,KM0010201400433,0.00,EUR,No,No
RO,KM0010201400444,0.00,EUR,No,No
RO,KM0010201600421,0.00,EUR,No,No
RO,KM0010201400521,0.00,EUR,No,No
RO,KM0010201400533,0.00,EUR,No,No
RO,KM0010201400544,0.00,EUR,No,No
RO,KM0010201600521,0.00,EUR,No,No
RO,KM0010200400100,0.00,EUR,No,No
RO,KM0010201000100,0.00,EUR,No,No
RO,KM0010201000144,0.00,EUR,No,No
RO,KM0010202100144,0.00,EUR,No,No
RO,KM0010200400200,0.00,EUR,No,No
RO,KM0010201000200,0.00,EUR,No,No
RO,KM0010201000244,0.00,EUR,No,No
RO,KM0010202100244,0.00,EUR,No,No
RO,KM0010200400300,0.00,EUR,No,No
RO,KM0010201000300,0.00,EUR,No,No
RO,KM0010201000344,0.00,EUR,No,No
RO,KM0010202100344,0.00,EUR,No,No
RO,KM0020201300000,0.00,EUR,No,No
RO,KM0020201300033,0.00,EUR,No,No
RO,KM0020201300044,0.00,EUR,No,No
RO,KM0020300500000,0.00,EUR,No,No
RO,KM0020201300344,3.99,EUR,No,No
RO,KM0020201300333,3.99,EUR,No,No
RO,KM0020300500300,3.99,EUR,No,No
RO,KM0020201300933,0.00,EUR,No,No
RO,KM0020201300944,0.00,EUR,No,No
RO,KM0020300500900,0.00,EUR,No,No
RO,KM0020201301300,0.00,EUR,No,No
RO,KM0020201301333,0.00,EUR,No,No
RO,KM0020201301344,0.00,EUR,No,No
RO,KM0020300501300,0.00,EUR,No,No
RO,KM0020201301544,3.99,EUR,No,No
RO,KM0020201301500,3.99,EUR,No,No
RO,KM0020201301533,3.99,EUR,No,No
RO,KM0020300501500,3.99,EUR,No,No
RO,KM0020201301644,3.99,EUR,No,No
RO,KM0020201301600,3.99,EUR,No,No
RO,KM0020201301633,3.99,EUR,No,No
RO,KM0020300501600,3.99,EUR,No,No
RO,KM0020300770000,0.00,EUR,No,No
RO,KM0020300870021,0.00,EUR,No,No
RO,KM0020300870033,0.00,EUR,No,No
RO,KM0020300870044,0.00,EUR,No,No
RO,KM0020300770100,0.00,EUR,No,No
RO,KM0020300870121,0.00,EUR,No,No
RO,KM0020300870133,0.00,EUR,No,No
RO,KM0020300870144,0.00,EUR,No,No
RO,KM0020300770200,0.00,EUR,No,No
RO,KM0020300870221,0.00,EUR,No,No
RO,KM0020300870233,0.00,EUR,No,No
RO,KM0020300870244,0.00,EUR,No,No
RO,KM0020300770300,0.00,EUR,No,No
RO,KM0020300870321,0.00,EUR,No,No
RO,KM0020300870333,0.00,EUR,No,No
RO,KM0020300870344,0.00,EUR,No,No
RO,KM0020300770400,0.00,EUR,No,No
RO,KM0020300870421,0.00,EUR,No,No
RO,KM0020300870433,0.00,EUR,No,No
RO,KM0020300870444,0.00,EUR,No,No
RO,KM0020300770500,0.00,EUR,No,No
RO,KM0020300870521,0.00,EUR,No,No
RO,KM0020300870533,0.00,EUR,No,No
RO,KM0020300870544,0.00,EUR,No,No
RO,KM0020300770600,0.00,EUR,No,No
RO,KM0020300870621,0.00,EUR,No,No
RO,KM0020300870633,0.00,EUR,No,No
RO,KM0020300870644,0.00,EUR,No,No
RO,KM0020300770700,0.00,EUR,No,No
RO,KM0020300870721,0.00,EUR,No,No
RO,KM0020300870733,0.00,EUR,No,No
RO,KM0020300870744,0.00,EUR,No,No
RO,KM0020300870833,0.00,EUR,No,No
RO,KM0020300870844,0.00,EUR,No,No
RO,KM0020300770800,0.00,EUR,No,No
RO,KM0020300870821,0.00,EUR,No,No
RO,KM0020300870921,0.00,EUR,No,No
RO,KM0020300870933,0.00,EUR,No,No
RO,KM0020300870944,0.00,EUR,No,No
RO,KM0020300770900,0.00,EUR,No,No
RO,KM0020300871021,0.00,EUR,No,No
RO,KM0020300871033,0.00,EUR,No,No
RO,KM0020300871044,0.00,EUR,No,No
RO,KM0020300771000,0.00,EUR,No,No
RO,KM0020300871121,0.00,EUR,No,No
RO,KM0020300871133,0.00,EUR,No,No
RO,KM0020300871144,0.00,EUR,No,No
RO,KM0020300771100,0.00,EUR,No,No
RO,KM0020300871221,0.00,EUR,No,No
RO,KM0020300871233,0.00,EUR,No,No
RO,KM0020300871244,0.00,EUR,No,No
RO,KM0020300771200,0.00,EUR,No,No
RO,KM0020300871321,0.00,EUR,No,No
RO,KM0020300871333,0.00,EUR,No,No
RO,KM0020300871344,0.00,EUR,No,No
RO,KM0020300771300,0.00,EUR,No,No
RO,KM0020300871421,0.00,EUR,No,No
RO,KM0020300871433,0.00,EUR,No,No
RO,KM0020300871444,0.00,EUR,No,No
RO,KM0020300771400,0.00,EUR,No,No
RO,KM0020300871521,0.00,EUR,No,No
RO,KM0020300871533,0.00,EUR,No,No
RO,KM0020300871544,0.00,EUR,No,No
RO,KM0020300771500,0.00,EUR,No,No
RO,KM0030103300144,10.99,EUR,Yes,No
RO,KM0030100900000,8.99,EUR,No,No
RO,KM0030103300100,8.99,EUR,No,No
RO,KM0030100400100,0.00,EUR,No,No
RO,KM0030101800000,0.00,EUR,No,No
RO,KM0030103800000,0.00,EUR,No,No
RO,KM0030103800044,0.00,EUR,Yes,No
RO,KM0030104600044,9.99,EUR,Yes,No
RO,KM0030101200300,7.99,EUR,No,No
RO,KM0030101900300,7.99,EUR,No,No
RO,KM0030104600021,7.99,EUR,No,No
RO,KM0030104700044,9.99,EUR,Yes,No
RO,KM0030101200200,7.99,EUR,No,No
RO,KM0030101900200,7.99,EUR,No,No
RO,KM0030104700021,7.99,EUR,No,No
RO,KM0030102900600,0.00,EUR,No,No
RO,KM0030103700600,0.00,EUR,No,No
RO,KM0030105300633,0.00,EUR,No,No
RO,KM0030105300644,0.00,EUR,No,No
RO,KM0030106200044,9.99,EUR,Yes,No
RO,KM0030101200100,7.99,EUR,No,No
RO,KM0030104800021,7.99,EUR,No,No
RO,KM0030104800044,7.99,EUR,No,No
RO,KM000000414001B,9.99,EUR,Yes,No
RO,KM0030200800144,10.99,EUR,Yes,Yes
RO,KM0030200100100,6.99,EUR,No,No
RO,KM0030200800100,6.99,EUR,No,No
RO,KM000000828001B,0.00,EUR,Yes,No
RO,KM0030200900144,10.99,EUR,Yes,Yes
RO,KM0030200300100,6.99,EUR,No,No
RO,KM0030200900100,6.99,EUR,No,No
RO,KM0030201900144,10.99,EUR,Yes,Yes
RO,KM0030200600100,6.99,EUR,No,No
RO,KM0030201300121,6.99,EUR,No,No
RO,KM0030201300133,6.99,EUR,No,No
RO,KM0030201300144,6.99,EUR,No,No
RO,KM000000855001B,10.99,EUR,Yes,No
RO,KM0030200710100,0.00,EUR,No,No
RO,KM0030201010100,0.00,EUR,No,No
RO,KM0030201410121,0.00,EUR,No,No
RO,KM0030201410133,0.00,EUR,No,No
RO,KM0030201410144,0.00,EUR,No,No
RO,KM0030201810144,0.00,EUR,Yes,No
RO,KM0030200710500,0.00,EUR,No,No
RO,KM0030201410521,0.00,EUR,No,No
RO,KM0030201410533,0.00,EUR,No,No
RO,KM0030201410544,0.00,EUR,No,No
RO,KM0030201500144,10.99,EUR,Yes,Yes
RO,KM0030200200100,8.49,EUR,No,No
RO,KM0030201500121,8.49,EUR,No,No
RO,KM0030201500244,10.99,EUR,Yes,Yes
RO,KM0030200200200,8.49,EUR,No,No
RO,KM0030201500221,8.49,EUR,No,No
RO,KM0030500414900,0.00,EUR,No,No
RO,KM0030500414944,0.00,EUR,No,No
RO,KM0030500114901,0.00,EUR,No,No
RO,KM0030600200900,0.00,EUR,No,No
RO,KM0030600300900,0.00,EUR,No,No
RO,KM0030600300944,0.00,EUR,No,No
RO,KM0030600600944,0.00,EUR,No,No
RO,KM0030600201300,0.00,EUR,No,No
RO,KM0030600301300,0.00,EUR,No,No
RO,KM0030600301344,0.00,EUR,No,No
RO,KM0030600601344,0.00,EUR,No,No
RO,KM0030600201700,0.00,EUR,No,No
RO,KM0030600301700,0.00,EUR,No,No
RO,KM0030600301744,0.00,EUR,No,No
RO,KM0030600601744,0.00,EUR,No,No
RO,KM0030600201800,0.00,EUR,No,No
RO,KM0030600301800,0.00,EUR,No,No
RO,KM0030600301844,0.00,EUR,No,No
RO,KM0030600601844,0.00,EUR,No,No
RO,KM000000029001B,11.49,EUR,Yes,Yes
RO,KM0030800300100,7.20,EUR,No,No
RO,KM0030800800100,7.20,EUR,No,No
RO,KM0030800800144,7.20,EUR,No,No
RO,KM0030800900144,7.49,EUR,Yes,No
RO,KM0030800100100,5.99,EUR,No,No
RO,KM0030800900121,5.99,EUR,No,No
RO,KM000000304001B,8.49,EUR,Yes,No
RO,KM000000521001B,8.49,EUR,Yes,Yes
RO,KM000000876001B,8.49,EUR,Yes,No
RO,KM0030800900244,7.49,EUR,Yes,No
RO,KM0030800100200,5.99,EUR,No,No
RO,KM0030800900221,5.99,EUR,No,No
RO,KM000000304002B,8.49,EUR,Yes,No
RO,KM000000521002B,8.49,EUR,Yes,Yes
RO,KM000000876002B,0.00,EUR,Yes,No
RO,KM0030800900344,7.49,EUR,Yes,No
RO,KM0030800100300,5.99,EUR,No,No
RO,KM0030800900321,5.99,EUR,No,No
RO,KM000000304003B,8.49,EUR,Yes,No
RO,KM000000521003B,8.49,EUR,Yes,Yes
RO,KM000000876003B,8.49,EUR,Yes,No
RO,KM0030800900444,7.49,EUR,Yes,No
RO,KM0030800100400,5.99,EUR,No,No
RO,KM0030800900421,5.99,EUR,No,No
RO,KM000000304004B,8.49,EUR,Yes,No
RO,KM000000521004B,8.49,EUR,Yes,Yes
RO,KM000000104001B,6.49,EUR,Yes,No
RO,KM0040301400044,3.99,EUR,Yes,No
RO,KM0040301100044,3.99,EUR,No,No
RO,KM0040301100000,3.99,EUR,No,No
RO,KM0040301100033,3.99,EUR,No,No
RO,KM000000427001B,6.49,EUR,Yes,No
RO,KM000000736001B,6.49,EUR,Yes,Yes
RO,KM0040301900044,7.99,EUR,Yes,Yes
RO,KM0040300300100,6.99,EUR,No,No
RO,KM0040300800001,6.99,EUR,No,No
RO,KM0040300800044,0.00,EUR,No,No
RO,KM0040302100044,4.99,EUR,No,No
RO,KM0040300400100,4.99,EUR,No,No
RO,KM0040300400121,4.99,EUR,No,No
RO,KM0040300400144,4.99,EUR,No,No
RO,KM0040600100044,7.49,EUR,Yes,No
RO,KM000000241001B,8.99,EUR,Yes,No
RO,KM0050201000100,7.49,EUR,No,No
RO,KM0050201000121,7.49,EUR,No,No
RO,KM0050201000144,7.49,EUR,No,No
RO,KM000000724001B,8.99,EUR,Yes,Yes
RO,KM0050203500044,4.99,EUR,Yes,Yes
RO,KM0050202300044,3.99,EUR,No,No
RO,KM0050202300000,3.99,EUR,No,No
RO,KM0050202300033,3.99,EUR,No,No
RO,KA000000261001B,4.99,EUR,Yes,No
RO,KM0050203800044,5.99,EUR,Yes,No
RO,KM0050201400000,5.99,EUR,No,No
RO,KM0050201400033,5.99,EUR,No,No
RO,KM0050201400044,5.99,EUR,No,No
RO,KM0050200500000,0.00,EUR,No,No
RO,KM0050200500044,0.00,EUR,No,No
RO,KM0050204300044,0.00,EUR,No,No
RO,KM0050204800044,7.49,EUR,Yes,No
RO,KM0050203300044,6.49,EUR,No,No
RO,KM0050202100000,6.49,EUR,No,No
RO,KM0050202100033,6.49,EUR,No,No
RO,KM0050202100044,0.00,EUR,No,No
RO,KA000000270001B,0.00,EUR,Yes,No
RO,KA000000262001B,7.49,EUR,Yes,Yes
RO,KM0050301700000,0.00,EUR,No,No
RO,KM0050302400000,0.00,EUR,No,No
RO,KM0050302400033,0.00,EUR,No,No
RO,KM0050302400044,0.00,EUR,No,No
RO,KM0050304100044,12.99,EUR,Yes,Yes
RO,KM0050301100000,10.49,EUR,No,No
RO,KM0050301100033,10.49,EUR,No,No
RO,KM0050301100044,10.49,EUR,No,No
RO,KA000000238001B,12.99,EUR,Yes,No
RO,KM0050304200044,4.99,EUR,Yes,Yes
RO,KM0050300400000,3.99,EUR,No,No
RO,KM0050300400033,3.99,EUR,No,No
RO,KM0050300400044,3.99,EUR,No,No
RO,KA000000239001B,4.99,EUR,Yes,No
RO,KM0050300700000,0.00,EUR,No,No
RO,KM0050300700033,0.00,EUR,No,No
RO,KM0050300700044,0.00,EUR,No,No
RO,KM0050304400044,0.00,EUR,No,No
RO,KM0050304500044,4.49,EUR,Yes,No
RO,KM0050301600000,3.49,EUR,No,No
RO,KM0050301600033,3.49,EUR,No,No
RO,KM0050301600044,3.49,EUR,No,No
RO,KM0050304600044,2.99,EUR,Yes,No
RO,KM0050301800000,2.99,EUR,No,No
RO,KM0050301800033,2.99,EUR,No,No
RO,KM0050301800044,2.99,EUR,No,No
RO,KM0050304700044,4.49,EUR,Yes,No
RO,KM0050301900000,3.49,EUR,No,No
RO,KM0050301900033,3.49,EUR,No,No
RO,KM0050301900044,3.49,EUR,No,No
RO,KM0050304900044,4.49,EUR,Yes,No
RO,KM0050302100000,3.99,EUR,No,No
RO,KM0050302100033,3.99,EUR,No,No
RO,KM0050302100044,3.99,EUR,No,No
RO,KM0050305000044,2.99,EUR,Yes,No
RO,KM0050302200000,2.99,EUR,No,No
RO,KM0050302200033,2.99,EUR,No,No
RO,KM0050302200044,2.99,EUR,No,No
RO,KM0050305300044,7.49,EUR,Yes,Yes
RO,KM0050300900000,5.49,EUR,No,No
RO,KM0050300900033,5.49,EUR,No,No
RO,KM0050300900044,5.49,EUR,No,No
RO,KA000000246001B,7.49,EUR,Yes,No
RO,KM0050305400044,4.99,EUR,Yes,Yes
RO,KM0050302300000,3.99,EUR,No,No
RO,KM0050302300033,3.99,EUR,No,No
RO,KM0050302300044,3.99,EUR,No,No
RO,KA000000247001B,4.99,EUR,Yes,No
RO,KM0050301000000,0.00,EUR,No,No
RO,KM0050301000044,0.00,EUR,No,No
RO,KM0050305200044,0.00,EUR,No,No
RO,KM0050305500044,0.00,EUR,Yes,No
RO,KM0050900300044,8.99,EUR,Yes,Yes
RO,KM0050900100044,6.99,EUR,No,No
RO,KM0050202000000,6.99,EUR,No,No
RO,KM0050202000033,6.99,EUR,No,No
RO,KM0050202000044,0.00,EUR,No,No
RO,KA000000256001B,8.99,EUR,Yes,No
RO,KM0010101300100,0.00,EUR,No,No
RO,KM0010101300121,0.00,EUR,No,No
RO,KM0010101300144,0.00,EUR,No,No
RO,KM0010101300200,0.00,EUR,No,No
RO,KM0010101300221,0.00,EUR,No,No
RO,KM0010101300244,0.00,EUR,No,No
RO,KM0010101300300,0.00,EUR,No,No
RO,KM0010101300321,0.00,EUR,No,No
RO,KM0010101300344,0.00,EUR,No,No
RO,KM0010101300400,0.00,EUR,No,No
RO,KM0010101300421,0.00,EUR,No,No
